구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,54905963,31117536,23788427,0,12287549,9350126,2937424,42618414,5000,8800000,0,0,39892326,21460191,18432136,17085100,1347036,2359743,1594300,4494689,113979,624554,0,0,0,4.00,-20.94,흑전,흑전,16.15,332.80,28.83,0,46.20,0.74,3.22,3.81,2.51,2.97,181,4843,77.28,2.89,3.09,58.60,2.32,91.46,66.41
2005,52439444,28975255,23464189,0,11415804,4070851,7344954,41023639,5000,8800000,0,0,50460789,28684125,21776664,23695136,-1918472,-6274909,-6274909,-9834277,9911767,-14181571,0,0,0,-12.44,8.62,적전,적전,0,711.77,27.83,0,43.16,0.79,-6.77,-22.13,-2.99,-9.77,-827,4662,0,1.89,1.32,0,-5.58,0,0
2004,76020333,52838642,23181690,0,60337851,12657730,47680121,15682482,5000,4800000,0,0,46457516,25606877,20850638,17640485,3210153,1249628,1249628,10045393,975662,-366488,0,0,0,2.69,-6.57,-62.88,-84.03,0.75,417.44,384.75,0,44.88,0.64,21.30,8.29,4.43,1.72,260,3267,12.29,0.98,0.33,7.63,10.03,8.88,7.18
2003,68919770,39017044,29902726,0,54461936,4278582,50183354,14457834,5000,4800000,0,0,49725740,24366310,25359430,16712097,8647332,7824060,7824060,9249782,-7014049,-1953998,0,0,0,15.73,15.24,46.69,70.45,1.65,911.92,376.69,0,51.00,0.76,81.71,73.93,13.23,11.97,1630,3012,1.82,0.99,0.29,1.67,23.67,4.85,4.49
