구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,99800780,32480393,67320387,0,30113620,25770862,4342758,69687160,500,111479950,0,0,136846039,122351952,14494087,8730574,5763512,3588349,4921009,5344198,-4143209,0,0,0,0,4.21,3.60,-44.94,흑전,흑전,4.20,126.04,43.21,0,10.59,1.17,8.04,6.87,4.94,4.22,40,632,12.74,0.82,0.42,8.65,8.84,12.79,9.34
2010,95617808,38946747,56671061,0,34091065,29024046,5067019,61526743,500,111479950,0,0,150630768,137805193,12825575,9239964,3585612,-8368675,-6500918,739884,2232774,-2017880,0,0,0,2.38,-4.32,0,0,0,2.59,134.19,55.41,0,8.51,0,0,0,0,0,-58,559,0,0.69,0.29,0,0,18.20,11.32
2011,104710740,50355479,54355261,0,39468414,34076575,5391839,65242326,500,111479950,0,0,173209351,160789710,12419641,8845210,3574431,2319760,1800972,5825197,-368331,-2854349,0,0,0,2.06,1.04,14.99,-0.31,흑전,2.42,147.77,60.50,0,7.17,1.73,5.64,2.84,3.57,1.80,19,575,17.04,0.55,0.20,8.40,3.71,16.43,10.30
2012,103690070,50509179,53180891,0,38808867,29499813,9309054,64881202,500,111139950,0,0,193950102,178829327,15120775,12937591,2183184,794584,210854,-855725,-1232512,-1095974,0,0,0,1.13,0.11,11.97,-38.92,-88.29,1.72,171.22,59.82,0,7.80,1.86,3.36,0.32,2.10,0.20,3,575,284.91,1.72,0.57,41.53,0.73,62.22,30.52
2013,110488951,59051785,51437166,0,40889810,35131167,5758644,69599141,500,111139950,0,0,231912218,213952261,17959957,11535730,6424227,5333936,4606872,5949724,-1945785,-689969,15,1663587,34.49,2.77,1.99,19.57,194.26,2084.86,5.30,168.09,58.75,2.07,7.74,2.17,9.55,6.85,6.00,4.30,43,620,16.68,1.17,0.35,11.41,6.84,15.88,11.79
2014,110741407,60325646,50415760,0,26504210,20681148,5823062,84237197,500,111139950,0,0,230912587,197661842,33250745,11978837,21271907,21021932,16733050,24749424,-2050449,-20288485,45,4990699,30.58,9.21,7.25,-0.43,231.12,263.22,26.68,291.69,31.46,2.63,14.40,2.09,27.66,21.75,19.23,15.13,147,748,11.65,2.29,0.82,10.23,21.66,9.02,8.16
2015,115520726,68213722,47307003,0,23874505,17080931,6793574,91646221,500,111139950,0,0,216441364,179135051,37306313,14356137,22950175,17561153,12590617,24630676,-4985240,-7798670,44,4879795,38.79,10.60,5.82,-6.27,7.89,-24.76,84.87,399.36,26.05,3.06,17.24,1.91,26.10,14.32,20.29,11.13,113,814,12.72,1.77,0.74,10.75,22.95,7.06,6.41
2016,124488724,84222915,40265809,0,20399837,12512423,7887414,104088887,500,111139950,0,0,218397677,179759098,38638579,14537419,24101160,23294276,18028878,11685757,3930942,-8723234,55,6099736,34.04,11.04,8.26,0.90,5.02,43.19,210.93,673.11,19.60,3.49,17.69,1.82,24.63,18.42,20.08,15.02,161,927,9.77,1.70,0.80,8.66,25.95,7.34,6.70
2017,125312154,87597479,37714675,0,17618682,8284440,9334242,107693472,500,111139950,0,0,188114822,161824273,26290550,12108613,14181936,12568384,9879057,14208400,-1347063,-6093691,43,4768892,49.85,7.54,5.25,-13.87,-41.16,-45.20,162.17,1057.37,16.36,3.06,13.98,1.51,13.39,9.33,11.35,7.91,86,957,16.32,1.47,0.83,13.20,14.95,11.16,9.62
2018,122434685,85758694,36675991,0,17043794,6658546,10385247,105390892,500,111139950,0,0,183598766,171330094,12268672,10168002,2100669,2708676,2033570,5202762,-4046569,-4917195,23,2549125,110.53,1.14,1.11,-2.40,-85.19,-79.42,22.72,1287.95,16.17,2.09,6.68,1.48,1.97,1.91,1.70,1.64,21,939,53.01,1.17,0.67,26.39,2.15,59.07,28.03
