구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,179343040,120717801,58625239,0,83603485,82204570,1398915,95739555,500,5895464,0,0,168966126,79682891,89283235,67756064,21527171,19854119,14814752,28920689,-17218866,2233428,25,147274,0.96,12.74,8.77,0,0,0,36.48,146.85,87.32,0.04,52.84,0,0,0,0,0,2601,16003,24.53,3.99,2.23,19.27,0,19.03,15.93
2017,216000602,152236294,63764308,0,91710554,78642454,13068100,124290048,500,6190011,0,0,284838205,128987229,155850976,119633235,36217741,44806845,34760326,30207476,-11745345,5120834,650,4018767,11.46,12.72,12.20,68.58,68.24,134.63,33.42,193.58,73.79,0.73,54.72,1.44,32.92,31.60,18.32,17.58,5665,19918,15.82,4.50,1.95,13.75,26.54,16.89,14.75
2018,251370718,171906329,79464389,0,83688248,76135236,7553012,167682470,500,8168085,0,0,328595382,147040402,181554981,136303226,45251754,55966393,44595080,20882912,-25475237,-9109450,850,6933214,15.33,13.77,13.57,15.36,24.94,28.29,47.22,225.79,49.91,1.19,55.25,1.41,31.00,30.55,19.36,19.08,5538,20109,12.93,3.56,1.78,11.32,27.87,14.31,12.53
