구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,7176556,3144011,4032545,0,3467541,3134541,333000,3709014,0,0,0,0,1720755,1750999,-30244,1027693,-1057937,379815,379815,234666,-1660859,-1369738,0,0,0,22.07,-89.67,적지,흑전,0,100.30,93.49,0,-1.76,0.20,-25.40,9.12,-12.46,4.47,34,338,0,0,0,0,-37.81,0,0
2002,9802925,6282623,3520303,0,5182955,4713795,469160,4619971,0,0,0,0,16657086,16084116,572969,3913294,-3340325,-8216927,-8216927,-3457994,2193854,-2443418,0,0,0,-49.33,35.86,적지,적지,0,133.28,112.19,0,3.44,1.06,-37.74,-92.84,-21.34,-52.49,-726,412,0,0.46,0.13,0,-64.57,0,0
2001,21504434,13184850,8319584,0,8423179,7544805,878374,13081256,0,0,0,0,12260860,11142179,1118681,3211455,-2092774,-2569356,-2569356,-1106029,-4342498,9979910,0,0,0,-20.96,11.53,적전,적전,0,174.75,64.39,0,9.12,0.70,-17.58,-21.59,-11.88,-14.58,-283,1156,0,2.42,2.07,0,-29.68,0,0
2000,13730207,9331961,4398246,0,3006813,2723406,283407,10723394,500,9046000,0,0,10993341,8965652,2027689,797218,1230471,1554033,1174000,-637978,-4761322,6892363,0,0,0,10.68,313.11,82.51,107.92,10.86,342.66,28.04,0,18.44,1.16,16.11,15.37,13.01,12.41,132,1185,0,0,0,0,25.79,0.00,0.00
