구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,49797948,35252120,14545828,0,18470662,15512976,2957686,31327286,100,44209006,0,0,44714337,24726739,19987598,18415569,1572029,1379620,1245747,2981519,-4350074,1574907,0,0,0,2.79,15.23,흑전,흑전,7.03,227.24,58.96,0,44.70,0.96,5.44,4.31,3.37,2.67,28,709,45.57,1.82,1.27,19.50,4.00,40.96,19.89
2017,43511933,31258435,12253498,0,17008714,5249813,11758901,26503219,100,41325206,0,0,38804491,22876865,15927626,16986931,-1059305,-2035274,-1814795,-2838484,-3777431,7254116,0,0,0,-4.68,5.91,적전,적지,0,595.42,64.18,0,41.05,0.96,-3.94,-6.75,-2.61,-4.47,-44,641,0,2.78,1.89,0,-2.92,0,144.54
2016,37617822,27543341,10074480,0,10319080,8537278,1781801,27298742,100,40268707,0,0,36639222,19193586,17445637,14999778,2445858,-965086,-435440,-7157699,6394374,657720,0,0,0,-1.19,21.33,63.87,적전,4.61,322.62,37.80,0,47.61,1.19,12.60,-2.24,7.98,-1.42,-12,678,0,3.19,2.13,82.83,4.58,37.39,23.90
2015,23711119,15664174,8046945,0,12194919,7518027,4676892,11516200,100,26086710,0,0,30197274,16861973,13335301,11842739,1492562,1726800,2634946,761425,-658262,298277,0,0,0,8.73,24.67,126.00,173.02,2.39,208.35,105.89,0,44.16,1.35,14.95,26.40,6.67,11.78,567,2536,3.51,0.78,0.31,2.43,13.95,10.09,5.66
2014,21015852,13634454,7381397,0,12570568,11243455,1327114,8445283,500,4541200,0,0,24221851,14653981,9567871,8907447,660424,553726,965111,981558,4968947,-6399270,0,0,0,3.98,0,0,0,0.94,121.27,148.85,0,39.50,0,0,0,0,0,192,1743,0,0,0,0,0,11.06,3.91
2013,26615686,13581206,13034480,0,18861971,10270517,8591454,7753716,500,4541200,0,0,23634123,14148495,9485629,8119211,1366418,618375,682764,-1689117,-6434111,7298180,0,0,0,2.89,-10.49,-56.37,-58.32,1.73,132.23,243.26,0,40.14,1.05,18.63,9.31,6.05,3.02,134,1535,0,0,0,0,11.96,7.32,4.14
2012,18591283,12112411,6478872,0,11679240,5715510,5963730,6912043,500,4541200,0,0,26405217,15024335,11380882,8249087,3131795,1540699,1638016,3880326,-1900217,-726686,0,0,0,6.20,24.77,57.27,-5.78,3.23,211.92,168.97,0,43.10,1.41,32.07,16.77,16.75,8.76,311,1348,0,0,0,0,32.61,0.13,0.10
2011,18800550,13895310,4905239,0,6180515,4845050,1335465,12620034,500,5472372,0,0,21162955,12840144,8322811,6331407,1991404,1874055,1738425,1869404,-650542,-1931928,0,0,0,8.21,26.54,383.98,80.07,21.34,286.79,48.97,0,39.33,1.10,15.68,13.69,10.39,9.07,302,2335,0,0,0,0,14.85,0.10,0.07
2010,19531264,14442683,5088581,0,6753959,5451440,1302519,12777305,500,5811379,0,0,16723977,9692666,7031311,6619842,411468,432967,965435,166198,576005,-615863,0,0,0,5.77,6.57,116.59,93.86,2.34,264.93,52.86,0,42.04,0.89,3.25,7.63,2.19,5.15,165,2231,0,0,0,0,7.95,0.00,0.00
2009,17984076,12864740,5119336,0,5470634,3994699,1475934,12513442,500,5957800,0,0,15692906,9896079,5796827,5606855,189972,-86930,498008,2562364,-2294264,-393416,0,0,0,3.17,-0.59,-92.00,-84.04,1.12,322.05,43.72,0,36.94,0.90,1.56,4.08,1.09,2.86,84,2132,0,0,0,0,-9.59,0.00,0.00
